text,sentiment
"@ExtensaoAnitta Mano eu já tive Até apelido de XuXa-preta quando era criança . Só pq eu gostava da XuXa . Ai agora ela passa a coroa pra Anitta que também é minha Fave.
Ou seja nunca escolhi errado . Sempre tive certeza de quem eu iria ser fã .
                   GAGA
 XUXA/              \Anitta",Positive
@siteptbr Anitta mulhe em qual esgoto vc vai pra smp pegar os piores https://t.co/jteaEQ0eFh,Negative
@alfonsolacruzz @Anitta Meu Deus te amo,Positive
"e isso, um bj da anitta",Positive
"@anifunkrave @willxmars @anittaperrea @is_hitalo @gaabnitta mas ele dificilmente vai contribuir com o crescimento da Anitta neste mercado americano, fora que nem faz sentido ela lançar um remix de reggaeton no meio de uma era toda voltada pro funk",Negative
Queria uma amiga pra viajar pela Europa igual Juliette e Anitta,Positive
estão vendo fãs da anitta? o tipo de pessoa que a fav de vocês da fama? em pleno mês do orgulho...,Negative
@forumpandlr podia ter respondido que ele tem sim cara de viad*nho que provavelmente deu pra anitta de cintaralho,Negative
O dedinho da Anitta nunca falha né,Positive
@samiporrinha @rodsknife nao posso viver num um mundo sem a anitta https://t.co/7CCBY3whHL,Positive
"@siteptbr isso que dá, a anitta lança um clipe e um bando de mona seca acaba dando mais atenção pra um personagem secundário.",Positive
"Os ataques à Anitta diminuem quando vocês param de ir nesses fóruns comentar coisas nas quais ela é citada de maneira direta e indireta. São vocês que são engajamento à eles, são vocês que dão palco pra isso tudo.",Positive
@choquei E sabemos que vai lotar diferente da Anitta,Negative
"@forumpandlr tinha q ser da laia da anitta né pan

https://t.co/m7ipHvOaCC",Negative
"@siteptbr Pt fala também sobre a fala homofóbica da anitta q vazou, incrível como todo mundo q anda com a anitta tem uma fala problemática né",Negative
as pessoas tão realmente dando stream na melody pq estão com um ódio mortal pela anitta,Negative
"@henriqueltalves @forumpandlr Anitta não tem culpa, com certeza ela vai riscar ele da lista dela.",Positive
"Acho que o remix de 'Ta OK' vai ser Feat Maluma, Karol G e Anitta 👀
Anitta falou assim que a música foi lançada que queria fazer parte do remix dessa música, Maluma já foi confirmado.. Karol G postou video ouvindo a música e curtiu o video da Anitta dançando 👀 https://t.co/uNArqtV1ui",Positive
@siteptbr Qual a surpresa???? Anitta ama um homofóbico https://t.co/SiDwjPnQlt,Negative
@CINEK4ISER @leavemelon3ly o foda que a Cud NUNCA tem charts kkkkk então a Anitta até FORA do charts continua ACIMA dela kkkk é ASSUSTADOR,Positive
"@siteptbr a anitta é bem seletiva né, escolhe sempre os piores https://t.co/nHI1lDZC6C",Negative
.@KevinOChris @dennisdj convidem a Anitta pro remix tbm por favooor,Positive
"o quão lgbt cult br 🇧🇷 você é?

Alcione✅️
Anitta ✅
Ludmilla ✅
Claudia Leitte ✅
Daniela Mercury ✅
Margareth Menezes❌
Ivete Sangalo  ✅
Zélia Duncan ❌
Ana Carolina ✅️
IZA✅
Pabllo Vittar ✅
Sandy ❌️
Glória Groove ✅
Bethânia ✅️
Gal Costa ❌
Joelma ✅",Positive
@forumpandlr Qual a surpresa que esse anão barrense teria esse comportamento ? Requisito para trabalhar com Anitta https://t.co/fvSOEqYFdK,Negative
"@siteptbr A Anitta só envolve com quem não presta, mulher baixa",Negative
@siteptbr Anitta q fez esse infeliz aparecer na midia,Negative
"@forumpandlr grande surpresa que a anitta só anda com padrão homofóbico🙀
mais chata que ela é esse fandom, só tem yag chatas, chaveirinhos de homens assim",Negative
@siteptbr Pop verdade que a Anitta conheceu ele quando invadiram o Congresso?,Negative
"@siteptbr bem q eu digo, tudo que vem de ruim vem da anitta pt",Negative
@MinogueCentral @kylieminogue Foi lindo,Positive
".@Anitta entre nesse remix de Tá ok urgenteeee, igual foi com dançarina remix aí adiciona no álbum tbm já que tem tudo a ver a sonoridade  https://t.co/D5XgeVksRn",Positive
"em live no Instagram, @alfonsolacruzz disse q viu o remix de 'Quítate la ropa' com Anitta feito por IA, viu os fãs da Anitta querendo o remix e q ela é icônica 
https://t.co/5Nvg26X3wl",Positive
"@siteptbr a anitta como sempre envolvida, essa mulher é um mico.",Negative
se fere os direitos humanos a anitta apoia,Negative
Enquanto isso a anitta é vista com rola na goela,Negative
"Saudades do meu fundamental 1
Lá música da Xuxa não se cria. Mas Anitta e Ludmila fazem sucesso.",Positive
@siteptbr Já sabemos de ser tão baixo igual a Anitta,Negative
@tracklist ela fazendo isso pra provocar a anitta que não tem hit nenhum pra ela poder compartilhar,Negative
"Vcs pedindo anitta no remix de tá ok 
Pois eu quero ela no remix do la cruz",Positive
"Vixe que babaca. Se tivesse sido assediado, mas um ""e aí?"" Não ofende ninguém",Negative
"@dxvsbey Anitta: teve hits em mais de 20 paises 
Lud:7 paises graças a emilia",Positive
"o quão lgbt cult br 🇧🇷 você é?

Alcione✅️
Anitta ❌
Ludmilla ✅❌️
Claudia Leitte ❌
Daniela Mercury ❌️✅
Margareth Menezes❌
Ivete Sangalo  ❌✅
Zélia Duncan ✅️
Ana Carolina ✅️
IZA❌
Pabllo Vittar ❌
Sandy ❌️
Glória Groove ❌
Bethânia ✅️
Gal Costa ✅️
Joelma ❌️",Negative
Anitters só me fazem raiva só tem burro https://t.co/0izEImx8ts,Negative
@siteptbr estamos com anitta,Positive
"@anittaxswift Não, preferimos o da Anitta",Positive
"@forumpandlr Lembrando que quem escolheu ele foram as meninas! 
Anitta nem conhecia esse cara, e mesmo assim as meninas não tem culpa de nada...

O erro é dele, aprendam a separar as coisas!",Positive
"🚨 Em prints vazados, Yuri Meirelles, modelo que estrelou o novo clipe de Anitta, é visto tendo falas homofóbicas:

“Tenho cara de viado?” https://t.co/uH24hZD0MB",Negative
@dakitix e a anitta guardando o quarto single a 7 chaves,Positive
"@coelhosoty nada a ver cara, anitta entrou na mente de vcs por falar a vdd kkkkkk",Positive
"@forumpandlr A ANITTA DEU FAMA PRA ESSE AÍ INFELIZMENTE , O MUNDO TEM DEZENAS IGUAIS A ELE",Negative
"Eu amo essa energia de boas da Anitta, a guria é suave demaisssssssss ✨❤️",Positive
Esse rato de esgoto soltando fogos pq a Anitta vai estar out da música e essa música pode ser o primeiro funk a pegar #1 global. E ainda tem anitter que segue esse lixo.,Positive
O fã que tá reclamando de #funkrave não conhecia a Anitta ainda quando ela lançou Will I see you como primeiro single ♟️,Positive
"Yuri Meirelles, modelo do clipe de ""Funk Rave"", de Anitta, tem comportamento agressivo ao receber DM de rapaz: ""E aí o que, meu parceiro? Tenho cara de viado?"". https://t.co/KiYJgOwZqq",Negative
@forumpandlr Olha @Anitta 😊,Positive
"🚨| O Spotify Brasil está promovendo um anúncio no TikTok com um vídeo promocional de ""Funk Rave"". https://t.co/GOXcsSNX8z",Positive
"@choquei Tinha que ser da laia da Anitta choquei, ela só apresenta o que é ruim pro mundo",Negative
@foganoli ele deve ser irmão do leo dias fala que nem ele quando ele fala da Anitta ridículo https://t.co/BumpiLlFvg,Positive
"Anitta, se derrubar o copo vai ter que se relacionar com um homem que não seja nem homofóbico nem racista https://t.co/tRqgSMA3si",Negative
"@choquei Até a Anitta e homofobico, zero supresas",Negative
"Não sei pra que dão palco pra esse aí, só pq a Anitta deu a intenção de m*mar ele no clipe 🤦🏾‍♂️ sério tem yag que gosta de passar vergonha mesmo, ou pior passar humilhação mesmo.",Negative
@choquei anitta vai buscar esse povo no bueiro pra da visibilidade e fama ne,Negative
"@forumpandlr Com certeza não tem nada a ver com a Anitta, mas minha visualização, o clipe de Funk Rave não terá mais.",Negative
@forumpandlr O dedo podre da Anitta kkkk,Negative
"Quero um feat de Anitta com La Cruz com um funk bem na vibe de Nadie te va a querer

https://t.co/Pgy5nXSOWD",Positive
@forumpandlr kkkkkkkkkkkkkkk por isso nao do engajamento pra marmita de anitta,Negative
@forumpandlr Ih gente tá se achando kkkkkk só pq a Anitta mamou ele no beco kkkkk,Negative
"@forumpandlr eh o que podemos esperar de pessoas que tem vínculo com anitta, ela adora essa laia",Negative
se tivessem escutado o autointitulado da anitta quando pequenas nao passariam tanto PERRENGUE na vida,Positive
Achei muito que bem feito pra esse tchola que deve ser fã de Anitta e ainda fica babando macho hétero KKKKKKKKKKKKK,Negative
"@ludxsess @ludmonet Com a anitta sim amor, ate pq a any eh boa de debut, ja a lud coitada nem de debut, nem de numeros nem de nada",Positive
@choquei Como se tudo que vem da Anitta fosse algo bom né,Negative
"@choquei Anitta sempre envolvida em coisas ruins, cho",Negative
@alfonsolacruzz @Anitta Meu deus siiiiiim,Positive
"Amanda precisa de uma amiga desbocada q nem a Anitta foi pra Juliette, mandando ela procurar uma piroc@ pra sentar ao invés de ficar se preocupando com o q hater diz. Era pra tá sentando nesta manhã de quinta-feira, isso sim, mas tava reforçando a amizade com a conexão do céu...",Positive
@bellacmpos @forumpandlr Bella eu adoro que vc acha a anitta um gore como eu,Negative
@isissw1ft @forumpandlr Amo a Anitta mas nao posso negar isso.,Positive
"@choquei tinha que ser da laia da anitta, nem fico surpresa",Negative
@choquei NOJO já tô vendo a anitta defendendo https://t.co/Dhd1ub7xzr,Negative
@DailyChartBR estamos com anitta logo vamos dar mais views em funk rave como resposta a ele,Positive
@forumpandlr Oq esperar de alguém que deixa a Anitta mamar ne ? https://t.co/0MHLZEKxtm,Negative
@forumpandlr Anitta sempre dando palco pra macho escroto https://t.co/9yfniOOzVS,Negative
@choquei Essa é a Anitta bissexual que anda com homofóbicos,Negative
@funkgenerationx Mano eu fico chocado que a Carmen e a “Mistura”da Xuxa E Anitta né ! 😍,Positive
Caralho que coisa linda 🤧,Positive
@forumpandlr Esse é o tipo de gente que a Anitta apoia e dá visibilidade pan,Negative
@hynn22 Culpa da Anitta isso,Negative
eu queria ser assim com meu trabalho igual anitta é com o dela,Positive
vamos culpar a anitta pq sabemos q ela tem índole duvidosa e é uma vaca por favor,Negative
bem da laia da anitta mesmo 🤫,Negative
o tipo de gnt que a anitta da palco,Negative
@yurinnio @forumpandlr Anitta tem mil defeitos mas o povo força cada uma,Negative
"o quão lgbt cult br 🇧🇷 você é?

Alcione✅️
Anitta ❌
Ludmilla ✅❌️
Claudia Leitte ❌✅
Daniela Mercury ❌️✅
Margareth Menezes❌
Ivete Sangalo  ❌✅
Zélia Duncan ❌
Ana Carolina ✅️
IZA✅️❌
Pabllo Vittar ✅❌
Sandy ✅
Glória Groove ❌
Bethânia ✅️
Gal Costa ✅️
Joelma ✅",Negative
Os fãs da Anitta poderiam fuçar a deep web toda pra achar algo pra expor o **** Di né? Meu sonho essa maricona sem graça alguma tendo um podre sendo exposto,Positive
mas é óbvio que seria modelo de um clipe da anitta,Negative
@michelmkp @isissw1ft @forumpandlr o mundo assim pra anitta que hiper sexualiza pessoas pretas,Negative
"raluca, capivara, submarino e anitta mamando no beco voces sao o motivo do meu 2023 estar sendo horrivel.",Negative
@forumpandlr eu fico de cara como sempre uma pessoa que anitta trabalha 100% das vezes é alguém abertamente homofóbico essa mulher não aprende nunca,Negative
é isso um beijo da anitta me sigam no @yazzdadds,Positive
"arrumam tanto motivo pra atacar a anitta que jaja vão fazer isso ser sobre ela, isso é… SE ISSO FOR VERDADE",Positive
"@Perryyonce @folkmaca @updatecharts Normal comentário vindo de gente assim, acha q a melody é maior q a Anitta é que a taylor é maior que a bey kkkkkkkk sacou como funciona o cérebro dessa gente? Kkkkk",Positive
"Anitta mamou, óbvio q boa coisa não ia ser.",Negative
@forumpandlr anitta consegue ser pior do que ele só por dar ibope a esse tipo de querido,Negative
homofóbico do jeitinho que a anitta gosta,Negative
como pode as antigas da anitta serem tão mitudas assim,Positive
"@forumpandlr A Anitta criticou tanto as marcas mas escolheu uma pessoa para os clipes que tem preconceito com o que 90% dos fãs dela são, viados. Era só ele não ter respondido, simples",Negative
@forumpandlr vindo da anitta nem surpreende mais.....,Negative
"@forumpandlr Surpresos? Anitta é próxima de 8338383 pessoas homofóbicas mas com certeza, como disse a revista, ela representa e defende o público LGBT+ no Brasil 🙄🙄",Negative
"@forumpandlr A Anitta sempre entregando horrores nos clipes, nem me surpreende esse tipo de comportamento do povo q ela chama pros clipes sabendo que a mesma é assim (nojenta https://t.co/JhAb3nEhCh",Negative
@forumpandlr Votou 22 com a Anitta,Negative
@forumpandlr e vocês esperavam o que de um amigo da anitta,Negative
@forumpandlr A pessoa desenterrando algo de 6 meses atrás só pq é de alguma maneira relacionado a Anitta mkkkkkkk que patético https://t.co/1s6c3GiqDg,Positive
outra parecendo anitta e só usa o agro p se sexualizar agora (umas roupas horríveis também),Negative
"Eu tava na rua e funk rave tava tocando em um carro, aí uma idosa que tava passando virou pra mim e perguntou ""essa é a música nova da Anitta feita para o mercado internacional que não tá hitando nem no Brasil?"" E eu respondi ""sim, Anitta fracassada né?"" E ela respondeu ""old"" https://t.co/M4gVlogUZd",Negative
"@Cardosorayssa2 Yuri Meirelles, modelo do clipe de ""Funk Rave"", de Anitta, tem comportamento agressivo ao receber DM de rapaz: ""E aí o que, meu parceiro? Tenho cara de viado?"".",Negative
@forumpandlr foi só andar com a anitta que começou a agir assim pan,Negative
@tododiaanitters a anitta no brasil não é levada a sério https://t.co/3jTMYEESlV,Negative
@forumpandlr tinha que ser da laia da anitta né? não esperava menos,Negative
foquem no álbum novo da anitta gente querem remix de sei lá o que pra que com um projeto foda desses que ela tá dando pra nós https://t.co/KY2Sfgg81e,Positive
@forumpandlr Anitta só erra né,Negative
"@folkmaca @kraveeeeeen @updatecharts A Anitta tem anos de carreira kkkkkkk no fim do dia oq a Melody ganha por mês, a Anitta ganha por dia.. e vc deveria fazer o mesmo, procurar um emprego",Positive
@siteptbr Já as músicas da Anitta nem gratuita o pessoal quer ouvir https://t.co/RIXEiPFoPX,Negative
"ah mas é claro, a anitta tinha que chamar um homofóbico pra trabalhar com ela",Negative
"Doideira pensar que a Carmen Miranda passou a coroa para a Xuxa e a Xuxa para a Anitta, 3 gerações de rainhas",Positive
@bielviictorr @anittaftBTS Achei que ja tinham aprendido pelo visto nada mudei e novamente anitta vai hitar calando a boca de muitos,Positive
@forumpandlr pois eu preferia mil vezes receber paquera de gay do que gravar cena no beco com Anitta,Negative
"bebendo um kit e ouvindo as msc da anitta antiga, que goods vibes kkk",Positive
@forumpandlr a Anitta só cria monstros pan,Negative
@forumpandlr Mas foi esse o diferencial que a Anitta viu nele,Positive
"Nem sempre a Anitta, mas sempre alguém perto da Anitta",Negative
@forumpandlr esse é o nível de quem se mistura com a anitta pan,Negative
@forumpandlr Tinha que tá envolvido com a Anitta pan,Negative
"@forumpandlr o pessoal vai atacar ele mas ele tá certíssimo, dps do vídeo clipe com a anitta os gays começaram a assediar ele então ele tá no seu direito",Positive
"@anittinhah @ArgentinaAnitta É sim, amor. Todos os lançamentos daí foram da semana passada. Inclusive a playlist é disso. Ainda será atualizada hoje com os novos lançamentos",Positive
"@coelhosoty Isso não ver ser ruim, ela dará visibilidade o funk e o isso favorecerá o ritmo e Anita",Positive
@firstbrazilian @AnittaCrave @Anitta Sim!!!! Por isso estamos esperando há 10 anos pelo hit!!!!,Positive
@forumpandlr e era pra ser diferente? se não for padrão homofóbico a anitta nem faz amizade,Negative
"@folkmaca @Perryyonce @updatecharts Vc não falo nada pq é desempregada kkkkk eu torço tanto para q vc seja uma criança, pq eu n aceito alguém q tenha mais de 15 anos e tenha uma mente tão miserável de inteligência e noção kkk uma pobre acha q a vida dela é melhor doq a da Anitta",Positive
Tinha que ser fã da Anitta mesmo pra gostar de coisa ruim,Negative
"Yuri Meirelles, modelo do clipe de ""Funk Rave"", de Anitta, tem comportamento agressivo ao receber DM de rapaz: ""E aí o que, meu parceiro? Tenho cara de viado?"". https://t.co/I17N7UQMJS",Negative
cara anitta tao um coracao tao bommmm meu deus amo essa mulher,Positive
@gatilho_lgbt E a Anitta não faz nada,Negative
"a cabeça de vcs vai explodir  quando descobrirem que a Anitta n vai participar de remix nenhum por agora, ela acabou de entrar na era do álbum novo, está totalmente focada no ÁLBUM, nas músicas dele.

é isso, um beijo da Anitta 💋 https://t.co/uRh6c8g7Wk",Positive
to ouvindo anitta,Positive
simplesmente viciado no remix de inteligência artificial da anitta cantando quitate la ropa,Positive
sinto tanta falta da anitta de bang,Negative
@Joaoguiavila  é a @anitta masculina hahah o fandom é foda demais! Amo,Positive
"Brasileiro adora falar mal da Anitta. E vendo aqui ela dando uma entrevista em inglês pra um programa de rádio falando do funk, do seu processo criativo e do seu jeito de ver o mundo, fica claro os motivos pelos quais o Brasil ficou pequeno pra ela.",Positive
"Anitta tava certa e essa temporada de black mirror tá mt nada a vê… o primeiro ep tá mt bom, mas o resto parece filminho de terror trash",Positive
"@folkmaca @Perryyonce @updatecharts Mas eu tô falando de VC, vc acha q sua posição hoje na vida tá melhor doq a da Anitta (q vc citou agora)?",Positive
"Boa noite 

Mãeeee, te amo @Anitta 🤍

https://t.co/tKNH4qSrAz",Positive
"@Davi_Kis @ExtensaoAnitta @covildabarbie Maior erro da Carreira da anitta foi ter mudado o nome do álbum, seria bem mais bombástico e interessante pra quem e de fora do Brasil ,geraria curiosidade pra ouvir a tal ""garota do Rio""",Negative
"@pray__att @balvinnittx Se o álbum for todo nessa estética vai ser flop ctz. Reclamaram tanto da Warner, mas o VOM foi SIM um dos maiores projetos da Anitta mesmo tendo mudado de GFR para VOM do nada. Esperávamos algo maior, não tô mt contente, mas aguardo que as que vão vir sejam melhores.",Negative
"@charlie_I7 @nikolas_dm @formiga_perna Uma aprendiz da Anitta veio me dizer ou é certo ou errado na hora de falar de liberdade de expressão 🤡🤡. 
Meu querido, vai estudar mais um pouco sobre o comunismo na era soviética, a alienação das massas, as ditaduras disfarçadas de democracia...Pra gente debater depois.🇧🇷💚💛",Negative
"Ainda não consegui superar esse hit da nossa Anitta brasileira 

https://t.co/ZuLTmVhVao https://t.co/9zCX5nL71W",Positive
J�ƒO E ANITTA - PILANTRA,Positive
@eduzinhs E A ANITTA NAO FQZ NADA,Negative
@dakitix obg anitta mds,Positive
"Meu sonho que o foco nessa TL fosse total pra Anitta e em seus lançamentos… tem uns who que é pior que hater… depois reclama 

 https://t.co/TCIUmZexNz",Positive
"Oq mais vocês querem? num já tá no yt o REMIX vão lá escutar, há querem REMIX de tá ok tb vão lá e façam, acordem pra cuspir a Anitta tem um cronograma todo trabalhado certinho e vcs querendo enfiar remix no kralho do cu do álbum da mulher, é cada coisa viu que chegar ser piada",Positive
@limaozinhobr @forumpandlr Essa é a tal música? Gente vocês fãs dessa menina e da Anitta tem que se juntar pra repensar o gosto musical de vocês... Gzuiz,Negative
"@JanainaLuna6 @astroolynx Que fofaaaa aaaaa!! Eu tenho 41 anos e já me chamaram de cacura kkkkkk nem ligo, tô aqui pela Anitta ❤️❤️❤️❤️",Positive
"o quão lgbt cult br 🇧🇷 você é?

Alcione ❌
Anitta ❌
Ludmilla ❌️
Claudia Leitte ❌
Daniela Mercury ❌️
Margareth Menezes ❌
Ivete Sangalo  ❌
Zélia Duncan ❌
Ana Carolina ❌
IZA❌
Pabllo Vittar ❌
Sandy ❌
Glória Groove ❌
Bethânia ❌
Gal Costa ❌
Joelma ✅✅✅✅✅✅✅✅✅✅",Negative
"@Jvfb2023 @tracklist Pq ngm pensa que se ela e a Anitta fizer um single juntas seria um hit do ano, ai ngm reage",Positive
"Em vez de ficar pedindo remix ou de comparar com artista X, era isso que os fãs deviam compartilhar: as ideias da Anitta, os esforços da Anitta na gravação do albúm, o conceito do projeto, informações relevantes e que iriam agregar valor. Vamos focar que ainda dá tempo.",Positive
"Tem uma vidente que disse que o álbum da Anitta vai fazer muito sucesso... 
Vai preparar o terreno pra vim um Hit global pós Álbum, e em inglês em !  Será um feat , e vai pegar 01global , 
Eu acredito porque ela nunca erra ..",Positive
"@alfonsolacruzz @Anitta Faço até mutirão pro bad bunny vir junto nessa
https://t.co/YwkAWvaW0H",Positive
@Anitta A mas linda,Positive
"Tem algum anitter do Rio de Janeiro aqui que tenha celular com uma câmera boa e com disponibilidade sábado a partir das 13h pra ajudar a gente em uma ação na praia da Barra, posto 2?",Positive
"o quão lgbt cult br 🇧🇷 você é?

Alcione ✅️
Anitta ❌
Ludmilla ❌️
Claudia Leitte ❌
Daniela Mercury ❌️
Margareth Menezes ❌
Ivete Sangalo  ✅
Zélia Duncan ✅
Ana Carolina ✅️
IZA❌
Pabllo Vittar ✅
Sandy ❌
Glória Groove ❌
Bethânia ✅️
Gal Costa ✅️
Joelma ✅✅✅✅✅✅",Negative
"@lipwtter @victorxdrop @sweetenerp4tt meio que fodasse ne nega, imagina um funk #1 não sendo da anitta, eu me mato",Positive
@tracklist E a Anitta não faz nada,Negative
@choquei Ea Anitta ainda segue não sendo artista https://t.co/qk8cHuUeSx,Negative
"Vcs acham msm que a Anitta vai tá nesse remix? Pra mim nem fede nem cheira, sou fã dela, nem que ela virasse uma Pablo flop da vida eu ainda ia amar ela, NN sou fã de Chart sou fã dela, e vou tá ansioso esperando os próximos lançamentos... https://t.co/puUEE8FvNZ",Positive
"@choquei imemoravel, jamais sera lembrada como anitta",Positive
@choquei cho avisa que a anitta não é artista,Negative
"A Anitta segue sendo orgulho nacional, já o Neymar não podemos dizer o mesmo https://t.co/Stsf6mdVtF",Positive
eu to igual aquele video da Anitta falando EU VOU FALAR QUE TO FELIZ SIM CADA ESQUINA QUE EU VIRO É UM MOTIVO PRA EU FICAR FELIZ,Positive
Pra mim esses “fãs” se importam mais com charts e números do que com a felicidade e realização da própria Anitta. https://t.co/AXamGQGtPk,Positive
@forumpandlr A Anitta é sonsa demais @jouse_me nunca tinha citado a Xuxa antes kkkkkk adora se gabar que é a primeira brasileira e tals kkkkkk,Negative
@bosssdude e a anitta faz tudo,Positive
@coelhosoty Como assim Anitta foi pra Porto Rico desmerecer o coelho?,Negative
Deus desculpa mas eu amo a anitta,Positive
os bobos estão falando mal da anitta os espertos já estão anunciando aulas de brazilian alley blowjob para estrangeiros,Positive
@comentandorss @forumpandlr ai tu foi bem longe kkkkk só o que tem é declaração da Xuxa pra Anitta. A mais recente inclusive foi após o Grammy Latino que Anitta homenageou a Xuxa,Positive
Eu indo pro show da Anitta,Positive
@AnittaCrave @JioSaavn @Anitta Vai emocionar crave,Positive
@firstbraziliann Barulho do peido sonoro que Anitta lança,Negative
"Cheio de anitters na TL se incomodando pq tão pedindo remix de Quitate la ropa e agora Tá Ok, gente vão dormir que amanhã é outro dia, e parem de ser desesperados por like, Ainda tem muitos lançamentos babadeiros da MAMIS vulgo Anitta por vir. FUNK RAVE foi só um aperitivo...bjs https://t.co/3e89rT6dXM",Positive
Muita palhaçada fazer o Remix de Ta ok e não colocar a Anitta junto,Positive
"Sinceramente?? 
Todas as músicas da Anitta em Espanhol parecem ter a mesma batida e parecem ser a mesma música.",Negative
"quão lgbt cult br 🇧🇷 você é? 

Alcione Marron ✅ 
Anitta ❌
Ludmilla ✅
Claudia Leitte ✅
Daniela Mercury ✅
Margareth Menezes ✅
Ivete Sangalo  ✅
Zélia Duncan ✅
Ana Carolina ✅
IZA ✅
Pabllo Vittar ❌
Sandy ✅
Glória Groove ❌
Bethânia ✅
Gal Costa ✅
Joelma ❌️",Negative
"Um beijo da Anitta 😘
https://t.co/WdFimKv9J9",Positive
"o quão lgbt cult br 🇧🇷 você é?

Alcione ✅ 
Anitta 🚫
Ludmilla ✅
Claudia Leitte 🚫
Daniela Mercury ✅
Margareth Menezes ✅
Ivete Sangalo  ✅
Zélia Duncan ✅
Ana Carolina ✅
IZA ✅
Pabllo Vittar ✅
Sandy ✅
Glória Groove✅
Bethânia ✅
Gal Costa ✅
Joelma ✅
Wanessa Camargo✅",Negative
"opinião impopular: anitta prestava na época que cantava ""eu vou ficar"", depois foi ficando sem graça e as músicas chatas",Negative
"Seu gosto musical em 4 mulheres:
Luiza Sonza
Anitta
Pablo Vittar
Juliette",Positive
pior raça eh fã da anitta taylor e blackpink ao mesmo tempo como pode uma pessoa ser tao azarada na vida https://t.co/1V9M23PsOd,Negative
essa serie da anitta tem um ar de zorra total  amo mt,Positive
"@eduaart @Anitta @QGdaAnitta @AcessoAnittaR @ConexaoAnitta Quem é essa caveira no roxo? Amei os dedos, a mão 😍",Positive
"@larosanittaa @AnittaCrave @JioSaavn @Anitta Eles tão certo investi na Índia, amor o país tem 1,4B de pessoas cada pessoa ouvindo Anitta vai ajudar muito",Positive
Se dá essa música pra Anitta ela quebra essa internet novamente,Positive
o palco 360° da festa dos visitantes me lembrou os ensaios da anitta seria perfeito bicho 😭,Positive
"@j_bufalo @choquei Aí tá faltando letra K nesse ""KKKKKKK"", viu? Mas se você curte a Anitta, divirta-se com o álbum! 💁‍♀️🎶",Positive
@girIfromhonorio Se fechar o Twitter... a anitta tá em #1 pra gente https://t.co/xDRzrP3bu0,Positive
@rede_marco @Anitta @LulaOficial Dois nojo,Negative
@EJR_Sousa @bchartsnet Vey não tem nem comparação com a outras sou muito fã da Camila cabello mais a Shakira e outro patamar e muitos anos de carreira e a mulher continua sempre em evidência pra mim as maiores e Shakira Karol g e Camila cabello e Anitta também,Positive
@siteptbr e a anitta foi vista fazendo o que pt?,Negative
"estar na argentina é pensar frequentemente ""e não é q a anitta realmente tem uma carreira internacional?""",Positive
"@welitonsou n aguento mais ver a anitta fracassar, sem twitter n vou ver mais nada https://t.co/7Aal8eWbTI",Negative
@boyfromvenuss99 @burntalla a anitta tbm recebia ate começar a se achar xerecuda e ela msm esqueceu do próprio pais natal como se ela so n estivesse onde esta por conta do brasil,Negative
@vittardix @alfonsolacruzz @Anitta vai da o c* gay,Negative
@tenokez @Wecsleyjr Amg hater da anitta não tem argumentos não kkkk,Positive
vcs não tem noção o quanto espero esse feat entre anitta e karol g…. deixem eu viver meu LUTO,Positive
"fiquei obcecada pelo óculos que a anitta usou nas férias dela e não sosseguei enquanto nao fucei o aliexpress de cabo a rabo E EU ACHEI

e vim aqui dividir meu link com esta rede tao querida:
https://t.co/H3Mc5Od75r https://t.co/9A6NVdUsHP",Positive
a rafa militão é a anitta no mundinho dos djs locais né? ninguém acima dela,Positive
@tracklist Jamais será Anitta,Positive
"Anitta é capa da playlist ""Latest Latin"" da JioSaavn.

— Está é uma das maiores plataformas da Índia. 🇮🇳 https://t.co/tg2qC6FCc3",Positive
@AnittaCrave @JioSaavn @Anitta Meu sonho ela ficar grande em pelo menos um país da mesma forma que ela é aqui,Positive
Anitta no reaggaeton é tão superior https://t.co/AuT36YT9n8,Positive
@anittinhah Pois que enfiem a Anitta nisso,Positive
@clerton_del @AnittaCrave @JioSaavn @Anitta eita q vai hitar horrores entre os indianos,Positive
"@GREGOxb @weesleeyley A, eu tô assim. Quero algo q agregue na carreira da Anitta daqui por diante, e esse remix é perfeito. Não com aquele La cruz. 'ai, mas Anitta n tá ligando p números' MAS EU TÔ.",Positive
eu esperava mais da nova coleção da shein c a anitta,Negative
@Nordestinabr @QGdaAnitta @Amenemopet @RANGEROX0 @alberthcost Só entro se a Anitta tiver in kkk,Positive
@AnittaCrave @JioSaavn @Anitta lá não tem tipo 1B de pessoas? vai hitar amo,Positive
o lugar da anitta é no REGGAETON https://t.co/uOREtHonT3,Positive
@anittinhah anitta tem q entrar,Positive
@boyfromssa Não aceitei quero um ft dela com a Anitta,Positive
@forumpandlr quando a anitta lançar um hit que nem Lua de Cristal e Ilariê a gente conversa,Negative
Tomara q a Anitta ignore esse povo q tá pedindo remix e foque só no álbum!,Positive
@RenanAllves @forumpandlr Mas a Anitta não mentiu https://t.co/JmbEOchkGI,Positive
"@kauscaos não, a anitta fez isso primeiro lá em 2017 😍",Positive
O  Richarlison ao som de Funk Rave de Anitta https://t.co/BLvRrvCo3p,Positive
cada flash é um fracasso da anitta:,Negative
Simplesmente n consigo não gostar da Anitta,Positive
"o reputation ali duas vezes, não tem como, é e sempre será o maioral
tem até Anitta, quem diria né, a música é boa https://t.co/GzwT5kEIul",Positive
